,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
48,87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,34,48,-0.17073170523497921,0.0931818171229339,11,43.63636363636363,218.54545454545453,11,384,880,2105,0,7
49,88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,21,12,0.2727272644628102,0.015888300356820893,8,28.31006259027443,145.2402503610977,8,588,2077,4303,0,6
50,89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,36,43,-0.08860759381509375,0.08906426055169943,10,42.728297632469,210.913190529876,10,379,887,2146,6,7
51,90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,28,65,-0.3978494580876403,0.10739029899087416,14,50.92378752886836,259.69515011547344,14,441,866,2249,0,8
52,91,https://insights.blackcoffer.com/human-rights-outlook/,4,3,0.1428571224489825,0.08749998906250137,11,33.75,179.0,11,27,80,184,0,7
53,92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,34,4,0.7894736634349037,0.07630521935130082,11,40.36144578313253,205.44578313253007,11,201,498,1108,1,7
54,93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,36,31,0.074626864557808,0.0802395199971315,7,42.87425149700599,199.497005988024,7,358,835,2023,1,7
55,94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,45,14,0.5254237199080726,0.06276595677908557,10,43.29787234042553,213.1914893617021,10,407,940,2202,1,7
56,95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,31,30,0.016393442354205864,0.11192660345088802,11,42.75229357798165,215.0091743119266,11,233,545,1319,1,7
57,96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,16,41,-0.43859648353339503,0.05828220799302446,12,42.94478527607362,219.7791411042945,12,420,978,2405,0,7
58,97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,16,42,-0.4482758543400715,0.11623246260055185,10,41.48296593186373,205.93186372745487,10,207,499,1203,0,7
59,98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,34,44,-0.12820512656147273,0.1308724810256295,8,43.28859060402685,205.15436241610732,8,258,596,1437,1,7
60,99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,19,26,-0.1555555520987655,0.08910890912655627,13,47.12871287128713,240.5148514851485,13,238,505,1281,1,7
61,100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,18,37,-0.34545453917355384,0.06840795934815971,12,39.0547263681592,204.2189054726368,12,314,804,1867,0,7
62,101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,4,3,0.1428571224489825,0.07954544550619937,11,32.95454545454545,175.8181818181818,11,29,88,192,0,6
63,102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,26,41,-0.22388059367342397,0.11921707972923347,9,35.94306049822064,179.77224199288256,9,202,562,1275,0,7
64,103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,5,24,-0.655172391200952,0.08454810249130897,10,36.734693877551024,186.9387755102041,10,126,343,789,1,7
65,104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,25,52,-0.35064934609546305,0.1258169914082191,11,43.790849673202615,219.1633986928105,11,268,612,1530,0,7
66,105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,23,34,-0.1929824527546938,0.12153517864530537,12,41.15138592750533,212.6055437100213,12,193,469,1100,0,7
67,106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,5,2,0.4285713673469475,0.0292887017034016,9,46.44351464435147,221.77405857740587,9,111,239,580,0,7
68,107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,15,3,0.6666666296296316,0.05750798538313146,9,34.185303514377,172.741214057508,9,107,313,670,2,7
69,108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,33,55,-0.24999999715909094,0.15411558399097053,16,43.78283712784589,239.13134851138355,16,250,571,1400,2,7
70,109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,26,22,0.08333333159722227,0.16107382009819396,9,25.503355704697988,138.01342281879195,9,76,298,596,7,6
71,110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,6,38,-0.7272727107438021,0.07482993070017124,12,37.755102040816325,199.0204081632653,12,222,588,1339,0,7
72,111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,14,31,-0.37777776938271623,0.08704061727194164,10,43.7137330754352,214.8549323017408,10,226,517,1298,0,8
73,112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,29,48,-0.24675324354865918,0.12984822715264374,11,40.97807757166947,207.9123102866779,11,243,593,1408,1,7
74,113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,23,35,-0.20689654815695607,0.08748114498520143,12,40.723981900452486,210.89592760181,12,270,663,1555,3,7
75,114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,40,47,-0.0804597691901176,0.11182519136471476,10,39.84575835475578,199.38303341902312,10,310,778,1820,0,7
76,115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,24,45,-0.3043478216761185,0.07048008099611766,10,41.57303370786517,206.2921348314607,10,407,979,2310,2,7
77,116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,23,26,-0.06122448854643901,0.1324324288531776,15,23.24324324324325,152.97297297297297,15,86,370,729,10,6
78,117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,33,71,-0.36538461187130183,0.09952153014811933,13,42.10526315789473,220.42105263157893,13,440,1045,2507,0,7
79,118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,33,55,-0.24999999715909094,0.1459369793376952,7,34.49419568822554,165.97678275290215,7,208,603,1331,1,6
80,119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,10,14,-0.1666666597222225,0.1263157828254851,9,47.89473684210526,227.57894736842104,9,91,190,487,0,8
81,120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,41,88,-0.36434108244696833,0.10394842784892484,13,40.12892828364223,212.5157131345689,13,498,1241,2886,6,7
82,121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,34,60,-0.27659574173834317,0.1446153823905326,10,34.30769230769231,177.23076923076923,10,223,650,1419,17,7
83,122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,35,63,-0.2857142827988339,0.10781077989207064,9,39.82398239823983,195.2959295929593,9,362,909,2075,5,7
84,123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,36,82,-0.38983050517092793,0.1292442483105778,11,43.15443592552026,216.61774370208104,11,394,913,2186,0,7
85,124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,46,74,-0.2333333313888889,0.10948905009590283,10,44.79927007299271,219.1970802919708,10,491,1096,2614,0,7
86,125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,57,19,0.4999999934210527,0.08067940466370059,15,46.28450106157113,245.1380042462845,15,436,942,2384,0,7
87,126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,15,23,-0.21052631024930765,0.08899297215473134,13,40.74941451990632,214.9976580796253,13,174,427,1015,1,7
88,127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,41,95,-0.39705882060986164,0.1601884551214552,10,41.34275618374559,205.3710247349824,10,351,849,2074,1,7
89,128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,30,46,-0.21052631301939062,0.15261043870260163,8,42.16867469879519,200.6746987951808,8,210,498,1162,1,7
90,129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,5,22,-0.6296296063100145,0.06887754926332783,12,40.05102040816326,208.20408163265304,12,157,392,940,1,7
91,130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,20,59,-0.4936708798269509,0.08280922345063707,19,37.10691823899371,224.42767295597483,19,354,954,2286,0,7
92,131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,85,29,0.4912280658664205,0.11253701764524168,14,42.15202369200395,224.6080947680158,14,427,1013,2416,0,7
93,132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,28,21,0.14285713994169102,0.06234096612797753,12,41.475826972010175,213.9033078880407,12,326,786,1786,2,7
94,133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,48,31,0.2151898706937991,0.1359724589333484,14,53.87263339070568,271.49053356282275,14,313,581,1610,0,8
95,134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,9,14,-0.21739129489603065,0.10502282625466547,19,51.141552511415526,280.5662100456621,19,112,219,623,0,8
96,135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,6,8,-0.14285713265306196,0.0927152256479983,10,25.82781456953642,143.3112582781457,10,39,151,284,5,6
97,136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,0,19,-0.9999999473684238,0.10326086395321392,13,40.76086956521739,215.0434782608696,13,75,184,416,2,7
98,137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,4,7,-0.2727272479338866,0.09322033108302279,13,37.28813559322034,201.15254237288136,13,44,118,274,0,7
99,138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,5,9,-0.2857142653061239,0.11570246977665538,8,42.14876033057851,200.59504132231405,8,51,121,298,1,7
100,139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,33,20,0.24528301423994314,0.1501416388061859,8,49.85835694050992,231.43342776203968,8,176,353,953,0,8
101,140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,15,54,-0.5652173831127916,0.1339805799227072,10,44.07766990291262,216.31067961165047,10,227,515,1228,0,7
102,141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,9,48,-0.6842105143120962,0.12076270930587481,12,36.65254237288136,194.61016949152545,12,173,472,1062,0,7
103,142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,37,65,-0.27450980123029606,0.10932475767068855,11,48.01714898177921,236.06859592711683,11,448,933,2382,0,7
104,143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,5,24,-0.655172391200952,0.09034267631331228,10,37.38317757009346,189.53271028037383,10,120,321,759,0,7
105,145,https://insights.blackcoffer.com/blockchain-in-fintech/,15,14,0.034482757431629055,0.06502242006676189,12,43.04932735426009,220.1973094170404,12,192,446,1097,0,8
106,146,https://insights.blackcoffer.com/blockchain-for-payments/,24,28,-0.07692307544378701,0.09756097377934383,10,37.14821763602252,188.5928705440901,10,198,533,1216,6,7
107,147,https://insights.blackcoffer.com/the-future-of-investing/,39,13,0.49999999038461557,0.06197854514924261,10,41.95470798569726,207.81883194278905,10,352,839,2019,0,7
108,148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,26,42,-0.23529411418685128,0.10303030146923786,9,48.78787878787879,231.1515151515152,9,322,660,1640,0,7
109,149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,29,7,0.611111094135803,0.08933002259726992,13,54.83870967741935,271.35483870967744,13,221,403,1120,0,8
110,150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,34,39,-0.06849314974666919,0.1324863859802834,8,42.10526315789473,200.42105263157893,8,232,551,1374,1,7
